Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Weather Words,"(Jeff Probst reports from Palau.)  Luckily, Palau is outside the zone of these storms, whose name comes from a Chinese word that means ""great wind""",typhoon,Brad Jeffcoat,False,False,$800,False,11,Show #5056,"Monday, September 11, 2006",Jeopardy! Round
23,"This important parallel of latitude is located at 23 degrees, 27 minutes north of the equator",the Tropic of Cancer,Dan Cordova,False,False,$1000,False,22,Show #5056,"Monday, September 11, 2006",Jeopardy! Round
Years,In this year Chiang Kai-shek fled to Taiwan & Red China established the People's Republic,1949,Lauren Hirs,False,False,$1000,False,27,Show #5056,"Monday, September 11, 2006",Jeopardy! Round
Name The Nfl Coaching Legend,He won 3 Super Bowls & now owns a NASCAR racing team,Joe Gibbs,Brad Jeffcoat,False,False,$1000,False,7,Show #5056,"Monday, September 11, 2006",Jeopardy! Round
State Insects,It's tough to separate church & state in Connecticut while having this as state insect,the praying mantis,,False,False,"$2,500",True,30,Show #5056,"Monday, September 11, 2006",Jeopardy! Round
____ & ____ Brands,"Ray-Ban glasses, developed by this company, were so named because they reduce UV & infrared rays",Bausch & Lomb,Dan Cordova,False,False,$1000,False,18,Show #5056,"Monday, September 11, 2006",Jeopardy! Round
Weather Words,"The name of this job comes from the Greek for ""discussion of celestial phenomena"" (stay tuned)",meteorologist,Brad Jeffcoat,False,False,$1000,False,12,Show #5056,"Monday, September 11, 2006",Jeopardy! Round
Mother Russia,"(Cheryl of the Clue Crew goes for gold in St. Petersburg, Russia.)  Russian craftsmen have recreated the Amber Room here in the Catherine Palace, which had been plundered by these people in 1941",the Nazis,Brad Jeffcoat,False,False,$400,False,1,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Non-Bond Connery,1990:Sean defects to the U.S. & brings his high-tech sub with him,The Hunt for Red October,Lauren Hirs,False,False,$400,False,12,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Dickens Characters,"This ""Christmas Carol"" clerk's children are Peter, Martha, Belinda, Tiny Tim & 2 who don't have names",Bob Cratchit,Dan Cordova,False,False,$400,False,11,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
You Do The Math,The square root of the square root of 16,2,Lauren Hirs,False,False,$400,False,18,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Music,"Contrapuntal is the adjectival form of this, the combination of melodic lines",counterpoint,Lauren Hirs,False,False,$400,False,26,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
"Crossword Clues ""F""",Trot and terrier preceder(3),fox,Lauren Hirs,False,False,$400,False,6,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Mother Russia,"(Cheryl of the Clue Crew is our girl in Moscow, Russia.)  From 1953 to 1961, Lenin shared his tomb with this leader who was then moved to his present resting place in the Kremlin wall",Stalin,Brad Jeffcoat,False,False,$800,False,2,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Non-Bond Connery,1987:Sean helps Eliot Ness bag Capone,The Untouchables,Dan Cordova,False,False,$800,False,14,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Dickens Characters,"Drinking beer, kicking dogs & hitting women are hobbies of this man, Fagin's adult accomplice",Bill Sykes,Dan Cordova,False,False,$800,False,13,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
You Do The Math,1 x 2 x 4 x 8 x 10,640,Lauren Hirs,False,False,$800,False,19,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Music,"A Lalo ""Symphonie"" got this national name because it was composed for virtuoso Pablo de Sarasate",Spanish Symphonie,Lauren Hirs,False,False,$800,False,27,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
"Crossword Clues ""F""",Process that turns grape juice into wine(12),fermentation,Lauren Hirs,False,False,$800,False,7,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Mother Russia,(Cheryl of the Clue Crew rushes back to Palace Square in St. Petersburg.)  In 1905 a peaceful demonstration here on Palace Square turned into a massacre known in history as this bloody day of the week,Sunday,Dan Cordova,False,False,$1200,False,3,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Non-Bond Connery,1989:Sean helps his archaeologist son search for the Holy Grail,Indiana Jones and the Last Crusade,Dan Cordova,False,False,$1200,False,15,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Dickens Characters,"Paul Dombey styles himself ""sole representative"" of this firm",Dombey & Son,Lauren Hirs,False,False,$1200,False,23,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
You Do The Math,"1111 plus 2222 plus 3333, divided by 6",1111,Lauren Hirs,False,False,$1200,False,20,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Music,In 1866 he began teaching at the new Moscow Musical Conservatory now often called by his name,Peter Ilyich Tchaikovsky,,True,False,$1200,False,28,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
"Crossword Clues ""F""",Slang for a policeman who walks the beat(8),flatfoot,,True,False,$1200,False,8,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Mother Russia,"(Cheryl of the Clue Crew reports from ""poetic"" Russia.)  I'm here in the town originally called Detskoye Selo, which in 1937 was renamed for this great Russian poet",Pushkin,,False,False,"$6,000",True,4,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Non-Bond Connery,1996:Sean shows an elite team of SEALs how to break into Alcatraz to stop a madman,The Rock,Dan Cordova,False,False,$1600,False,16,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Dickens Characters,Nathan Winkle is among the illustrious members of this title club,the Pickwick Club,,True,False,$1600,False,24,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
You Do The Math,"100 divided by 4, times 3, divided by 5",15,Brad Jeffcoat,False,False,$1600,False,21,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Music,"Popular in 18th century opera, the Da Capo Aria had 2 sections & then the singer was supposed to do this",return to the beginning (start over),Lauren Hirs,False,False,$1600,False,29,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
"Crossword Clues ""F""","""Tired"" army clothes(8)",fatigues,Lauren Hirs,False,False,$1600,False,9,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Mother Russia,(Sarah of the Clue Crew shares a photo op on Red Square.)  Legend says that Ivan the Terrible lived up to his nickname when he blinded the designers of this cathedral so they could never again build anything as beautiful,St. Basil\'s,Lauren Hirs,False,False,$2000,False,5,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Non-Bond Connery,"1976:After returning home from the Crusades, Sean battles the Sheriff of Nottingham",Robin and Marian,,True,False,$2000,False,17,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Dickens Characters,He marries Dora Spenlow in Chapter 43 & Agnes Wickfield in Chapter 62,David Copperfield,,True,False,$2000,False,25,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
You Do The Math,1/2 plus 1/3 plus 1/10 plus 1/15,1,,False,False,"$1,000",True,22,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Music,The Academy of St. Martin in the Fields claims to be the world's most recorded of these small orchestras,a chamber orchestra,,True,False,$2000,False,30,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
"Crossword Clues ""F""",Tired soldier's leave of absence(8),furlough,Brad Jeffcoat,False,False,$2000,False,10,Show #5056,"Monday, September 11, 2006",Double Jeopardy! Round
Lunar Locales,The Mare Frigoris is the Sea of this,Cold,,True,False,$200,False,13,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sports Records,"In a career that spanned from 1966 to 1993, Nolan Ryan pitched an incredible 7 of these, the last at 44 years of age",a no-hitter,Timothy Benston,False,False,$200,False,1,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"Mary, Queen Of Scots, Playmate Of The Month","Height: 5'11"".Weight: None of your business, commoner!Hair: This color",red,Nathalie Henderson,False,False,$200,False,2,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sloganeering,"This brand is ""Finger Lickin' Good""",KFC,Lauren Hirs,False,False,$200,False,4,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
The Time 100,"Her ""political future is both unpredictable and unlimited"", Lindsey Graham wrote of this fellow senator",Hillary Rodham Clinton,Nathalie Henderson,False,False,$200,False,7,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"To Concl""Ude""?","Bare,unclothed,starkers",nude,Timothy Benston,False,False,$200,False,14,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Lunar Locales,The Palus Somnii is the Marsh of Sleep & the Lacus Somnorium is the Lake of these,Dreams,Lauren Hirs,False,False,$400,False,27,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sports Records,"He was more than great, scoring a phenomenal 215 points in one hockey season, 1985-86",Wayne Gretzky,Lauren Hirs,False,False,$400,False,23,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"Mary, Queen Of Scots, Playmate Of The Month",Ambition: To replace this second cousin on her throne,Elizabeth I,Timothy Benston,False,False,$400,False,3,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sloganeering,"Purchase from this gift company ""when you care enough to send the very best""",Hallmark,Timothy Benston,False,False,$400,False,19,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
The Time 100,"""Hollywood's hardiest bachelor"", this actor fights ""poverty with the ONE Campaign and one.org""",George Clooney,Timothy Benston,False,False,$400,False,8,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"To Concl""Ude""?",Someone easily shocked by sex,a prude,Timothy Benston,False,False,$400,False,15,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Lunar Locales,"Not on my list of vacation spots is the Lacus Mortis, the Lake of this",Death,Timothy Benston,False,False,$600,False,30,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sports Records,"During a 20-year career, this 49ers WR scored a record 208 TDs; his nearest rival has 175",(Jerry) Rice,Lauren Hirs,False,False,$600,False,24,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"Mary, Queen Of Scots, Playmate Of The Month","Birth date: Dec. 8, 1542Birthplace: Linlithgow Palace, built by this royal house",Stuart,Lauren Hirs,False,False,"$1,000",True,5,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sloganeering,"This company builds the ""ultimate driving machine""",BMW,Timothy Benston,False,False,$600,False,20,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
The Time 100,"Sandra Day O'Connor wrote that he was ""the new face of America's highest court""",(John) Roberts,Timothy Benston,False,False,$600,False,9,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"To Concl""Ude""?",It can mean in a raw condition or vulgar,crude,Lauren Hirs,False,False,$600,False,16,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Lunar Locales,"The Sinus Iridum is the Bay of these, so start searching for those pots of gold",Rainbows,Nathalie Henderson,False,False,$800,False,29,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sports Records,"This man passed Lou Gehrig's 2,130 consecutive MLB games played record in 1995 & added another 502 before he stopped",Cal Ripken (Jr.),Timothy Benston,False,False,$800,False,26,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"Mary, Queen Of Scots, Playmate Of The Month","Turn-ons: Poetry, needlework, this branch of Christianity",Catholicism,Nathalie Henderson,False,False,$800,False,6,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sloganeering,"""Share moments,  share life"" with this company's products",Kodak,Nathalie Henderson,False,False,$800,False,21,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
The Time 100,"The title of Ralph Nader's article on this GOP man was ""The Maverick Gunning for the Oval Office""",John McCain,Nathalie Henderson,False,False,$800,False,10,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"To Concl""Ude""?",An introductory event or occurrence,a prelude,Lauren Hirs,False,False,$800,False,17,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Lunar Locales,The Mare Australe is the Southern Sea & the Mare Orientale is this,the Eastern Sea,Timothy Benston,False,False,$1000,False,28,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sports Records,"This heavywieght boxer of the 1950s went an incredible 49-0, including 43 wins by knockout",(Rocky) Marciano,Lauren Hirs,False,False,$1000,False,25,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"Mary, Queen Of Scots, Playmate Of The Month","Turn-offs: Rude subjects, labor pains, climbing this structure (one time only) Feb. 8, 1587",the scaffold,,True,False,$1000,False,12,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Sloganeering,"At this department store chain, ""It's all inside""",J.C. Penney,Lauren Hirs,False,False,$1000,False,22,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
The Time 100,"Oprah Winfrey wrote that this Holocaust survivor ""taught us how to answer evil""",Elie Wiesel,Timothy Benston,False,False,$1000,False,11,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
"To Concl""Ude""?",To refer to something or someone indirectly,to allude,Nathalie Henderson,False,False,$1000,False,18,Show #5057,"Tuesday, September 12, 2006",Jeopardy! Round
Oedipus,Oedipus matched wits with this creature who committed suicide after its riddle was answered,the Sphinx,Lauren Hirs,False,False,$400,False,7,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Wrecks,"Mysteriously sunk in 1545, the Mary Rose was the pride of this Tudor king's fleet & was raised in 1982 using airbags",Henry VIII,Timothy Benston,False,False,$400,False,24,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Writers On Film,"Philip Seymour Hoffman was him, writing ""In Cold Blood""",Truman Capote,Timothy Benston,False,False,$400,False,1,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Historical Paintings,This 1789 event was captured in the painting seen here,the storming of the Bastille,Lauren Hirs,False,False,$400,False,16,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Marsupial Rhyme Time,Urban animal park for big leaping marsupials,a kangaroo zoo,Nathalie Henderson,False,False,$400,False,4,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
At The Mozart House,"(Jimmy of the Clue Crew stands in the open second-floor window of the Mozart House in Vienna, Austria.)  It was here in this home that Mozart wrote this famous 1786 opera, so the building has long been known as ""Figaro House""",The Marriage of Figaro,Lauren Hirs,False,False,$400,False,21,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Oedipus,His father Laius was killed by this man,Oedipus,,True,False,$800,False,10,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Wrecks,In 1973 the wreck of this Civil War-era armored gunboat with a reptilian name was found off Cape Hatteras,the Monitor,Lauren Hirs,False,False,$800,False,25,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Writers On Film,"Paul Bettany plays this author in the medieval-set ""A Knight's Tale""",Chaucer,Lauren Hirs,False,False,$800,False,2,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Historical Paintings,"Living in Germany, Emanuel Leutze used this river as a model for his ""Washington Crossing the Delaware""",the Rhine,Nathalie Henderson,False,False,$800,False,17,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Marsupial Rhyme Time,Flower for an American marsupial,a possum blossom,Lauren Hirs,False,False,$800,False,8,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
At The Mozart House,In 2006 a record number came to the Mozarthaus to celebrate this anniversary of Mozart's birth,250th,Timothy Benston,False,False,$800,False,22,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Oedipus,He was the king of this Greek city whom 7 famously went against,Thebes,Nathalie Henderson,False,False,$1200,False,11,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Writers On Film,"1990's ""Frankenstein Unbound"" had Michael Hutchence as this poet",Percy Shelley,Lauren Hirs,False,False,"$3,000",True,3,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Historical Paintings,"Seen here, Roy Grinnell's ""The Final Moment"" commemorates the 60th anniversary of the attack on this battleship",the Arizona,,True,False,$1200,False,18,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Marsupial Rhyme Time,A non-sloping Tasmanian marsupial carnivore,a level devil,Nathalie Henderson,False,False,$1200,False,9,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
At The Mozart House,"(Sarah of the Clue Crew strolls through the Mozart House in Vienna, Austria.)  In 1787 Mozart gave music lessons in this house to a teenager from Bonn, Germany, who would become world-famous as this composer",Beethoven,Timothy Benston,False,False,$1200,False,23,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Oedipus,Young Oedipus was abandoned & then adopted by the king of this land to which St. Paul wrote 2 epistles,Corinth,Nathalie Henderson,False,False,$1600,False,12,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Wrecks,"NASCAR drivers at this crash-prone 2.66-mile Alabama track are constantly worried about ""the big one""",Talladega,Lauren Hirs,False,False,$1600,False,27,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Writers On Film,"Gwyneth Paltrow was this poet, struggling with depression & hubby Ted Hughes",Sylvia Plath,Lauren Hirs,False,False,$1600,False,5,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Historical Paintings,"This Quaker's ""Treaty with the Indians"" was the subject of a famous painting by Benjamin West",William Penn,Nathalie Henderson,False,False,$1600,False,19,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Marsupial Rhyme Time,"Machine that provides warnth for a ""banded"" marsupial insectivore",an anteater heater,Lauren Hirs,False,False,$1600,False,14,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
At The Mozart House,"Eerily, Mozart's home is just one block from this cathedral, from which his funeral procession departed in 1791",St. Stephen\'s Cathedral,,True,False,$1600,False,29,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Oedipus,This daughter got busted for burying her brother Polynices,Antigone,Lauren Hirs,False,False,$2000,False,13,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Wrecks,In 2000 the Russian nuclear sub Kursk sank in this icy arm of the Arctic that's named for a Dutch navigator,the Barents Sea,,True,False,$2000,False,26,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Writers On Film,"Bette Midler went beyond the ""Valley of the Dolls"" to play this novelist",Jacqueline Susann,Timothy Benston,False,False,$2000,False,6,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Historical Paintings,"Lucas Cranach the Elder was a close friend of this clergyman, whom he painted in the 1533 portrait seen here",Martin Luther,Nathalie Henderson,False,False,"$5,000",True,20,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Marsupial Rhyme Time,Battlefield action for a small burrowing marsupial,wombat combat,,True,False,$2000,False,15,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
At The Mozart House,"(Sarah of the Clue Crew indicates glass-enclosed ornaments & artifacts in the Mozart House in Vienna, Austria.) Here are some original artifacts from this organization of which Mozart was a proud member; they were loaned to Mozart House by the Grand Lodge of Austria",the Masons,Timothy Benston,False,False,$2000,False,28,Show #5057,"Tuesday, September 12, 2006",Double Jeopardy! Round
Shakespearean Police Blotter,"Multiple homicides, regicide via poison in ear; unit dispatched to nunnery for further investigation",Hamlet,Matt Thomas,False,False,$200,False,1,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"It'S A Man, Baby!","In drag as a peasant in this Monty Python film, Terry Jones tells King Arthur, ""I didn't vote for you""",Monty Python and the Holy Grail,Matt Thomas,False,False,$200,False,7,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
Wining & Dining,"German Eiswein, meant to go with this course, is so concentrated, some recommend it in place of the course",dessert,Meighan Larbi,False,False,$200,False,21,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"Off Course, Off Course",This doctor found Victoria Falls but never discovered the source of the Nile,Dr. Livingstone,Nathalie Henderson,False,False,$200,False,2,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"Mr. ""Ed""",It's a small whirlpool,an eddy,Meighan Larbi,False,False,$200,False,16,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
Shakespearean Police Blotter,"From Cyprus PD: Man smothered or strangled wife, TBD by coroner; man confirmed suicide at scene",Othello,Matt Thomas,False,False,$400,False,3,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"It'S A Man, Baby!","Barry Humphries, the voice of Bruce the Shark in ""Finding Nemo"", also performs as this ""Dame"", possums",Dame Edna,Meighan Larbi,False,False,$400,False,8,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
Wining & Dining,"With spaghetti & meat sauce, try Classico, one of the 7 subzones of this Italian red wine",Chianti,Meighan Larbi,False,False,$400,False,22,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
A Horse Is A Horse,This smallest of the British breeds was in huge demand after children were banned from coal mining,a Shetland pony,Matt Thomas,False,False,$400,False,29,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"Off Course, Off Course","On Oct. 12, 1492 he thought he'd reached Asia; in fact, the closest he ever got was an Aegean island as a young man",Christopher Columbus,Matt Thomas,False,False,$400,False,10,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"Mr. ""Ed""","Avid Xpress DV, Final Cut Pro & Adobe Premiere are software for this use",(film) editing,Meighan Larbi,False,False,$400,False,17,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
Shakespearean Police Blotter,"Death by stabbing & then drowning in ""Malmsey-Butt""; regicide, presumably for lack of equine",Richard III,Meighan Larbi,False,False,$600,False,4,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"It'S A Man, Baby!",Tim Curry was dressed for success as Dr. Frank-N-Furter in this 1975 cult movie,The Rocky Horror Picture Show,Matt Thomas,False,False,$600,False,9,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
Wining & Dining,Orange muscat goes well with this feminine-named treat that's doused with orange liqueur & set aflame,Cr̻pe Suzette,,True,False,$600,False,23,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
A Horse Is A Horse,Cavalry horses trained for battle; it's also an NFL team name,Chargers,Matt Thomas,False,False,$600,False,28,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"Off Course, Off Course",In 1999 software & navigation issues kept the Polar Lander & the Climate Orbiter from exploring this planet,Mars,Matt Thomas,False,False,$600,False,11,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"Mr. ""Ed""","In ""The Sound of Music"", this is ""small and white, clean and bright""",Edelweiss,Meighan Larbi,False,False,$600,False,18,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
Shakespearean Police Blotter,"Impersonating an officer of the court, attempted flesh mutilation & loan sharking",The Merchant of Venice,Meighan Larbi,False,False,$800,False,5,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
"It'S A Man, Baby!","This 1959 movie ends with Jerry saying, ""You don't understand... I'm a man!"" & getting the reply, ""Well, nobody's perfect""",Some Like It Hot,Meighan Larbi,False,False,$800,False,14,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
Wining & Dining,"In the film ""Sideways"", Miles makes a speech in praise of this red that goes well with roast fowl",Pinot,,True,False,$800,False,24,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
A Horse Is A Horse,"To do this to a horse, you'd need a comb; to do it to Indian food, you'd need the powder",curry,Nathalie Henderson,False,False,$800,False,27,Show #5058,"Wednesday, September 13, 2006",Jeopardy! Round
