Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
"Words To The ""Y""S",It's the organ seen here,a kidney,Carrie Pfeiffer,False,False,$200,False,17,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Viva Ann-Margret!,Ann-Margret got her second Oscar nomination for playing Roger Daltrey's mom in this rock film,Tommy,Anne Reynolds,False,False,$300,False,28,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
More Power To You,California's 2001 energy crisis was attributed to a 1996 state law mandating this for the electricity industry,deregulation,Bernard Pena,False,False,$300,False,23,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Smack Dab In The Middle,"In Yavapai County, 55 miles east-southeast of Prescott",Arizona,Carrie Pfeiffer,False,False,$300,False,10,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Fun With Opera,"""The Jesters' Supper"" was first performed in this city where you'll find Da Vinci's ""Last Supper""",Milan,Anne Reynolds,False,False,$300,False,5,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Reading,"Some reading rates are gauged by wpm, which stands for this",words per minute,Anne Reynolds,False,False,$300,False,13,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
"Words To The ""Y""S",Collective term for domesticated fowl like turkeys & chickens,poultry,Bernard Pena,False,False,$300,False,18,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Viva Ann-Margret!,Ann-Margret is touring in a 2001 revival of this musical about Chicken Ranch--a publicity photo is seen here,The Best Little Whorehouse in Texas,Carrie Pfeiffer,False,False,$400,False,29,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
More Power To You,"Founded in 1933, it's America's largest public power company",TVA (the Tennessee Valley Authority),,False,False,$500,True,24,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Smack Dab In The Middle,"In Story County, 5 miles northeast of Ames",Iowa,Bernard Pena,False,False,$400,False,11,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Fun With Opera,"In an 1893 opera, the Sandman puts this young title duo to sleep & the Dew Fairy wakes them up",Hansel & Gretel,Anne Reynolds,False,False,$400,False,6,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Reading,"From the Greek for ""bad word"", this disorder is marked by difficulty in recognizing written language",dyslexia,Anne Reynolds,False,False,$400,False,14,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
"Words To The ""Y""S","The last stage of a robbery, as in the McQueen-MacGraw movie",a getaway,Carrie Pfeiffer,False,False,$400,False,19,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Viva Ann-Margret!,"The Riviera was the site of Ann-Margret's marriage to him (not the French Riviera, the one in Las Vegas)",Roger Smith,,True,False,$500,False,30,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
More Power To You,"The name of this device that reduces voltage for home use is also the title of the album heard here""Satellite of love (hoo hoo) /Satellite of love /Satellite of love...""",a transformer,Bernard Pena,False,False,$500,False,25,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Smack Dab In The Middle,"In Wexford County, 5 miles north-northwest of Cadillac",Michigan,Anne Reynolds,False,False,$500,False,12,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Fun With Opera,"In Nicolai's opera ""The Merry Wives of Windsor"", this fat, funny rogue gets dumped into the river in a laundry basket",Falstaff,Bernard Pena,False,False,$500,False,7,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Reading,"President Carter has been among the many users of this woman's ""Reading Dynamics"" system",Evelyn Wood,,True,False,$500,False,15,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
"Words To The ""Y""S",It's defined as government by many officials & administrators,bureaucracy,Bernard Pena,False,False,$500,False,20,Show #3907,"Tuesday, September 4, 2001",Jeopardy! Round
Mark Twain Sez,"Lines attributed to Twain include ""Everybody talks about"" this, ""but nobody does anything about it""",the weather,Anne Reynolds,False,False,$200,False,1,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In A Festival Mood,"In July 1965 Bob Dylan was booed at the Newport Festival of this, for abandoning that type of music",Folk Music,Carrie Pfeiffer,False,False,$200,False,3,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Initials M.D.,"He won an Oscar as co-writer of ""Good Will Hunting""",Matt Damon,Bernard Pena,False,False,$200,False,23,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Won The Battle,"After Perry met the enemy in the September 1813 battle of this great lake, they were ours",Lake Erie,Bernard Pena,False,False,$200,False,18,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In The Treasury Dept.,"In addition to protecting all of us from funny money, it protects the president",the Secret Service,Bernard Pena,False,False,$200,False,13,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Double-O Words,Rideshare is the program of the wise & benevolent Sony Corporation to help employees get to work this way,carpooling,Bernard Pena,False,False,$200,False,8,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Mark Twain Sez,"""Thunder is good, thunder is impressive; but it is"" this ""that does the work""",the lightning,,True,False,$400,False,2,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In A Festival Mood,"This annual event in Park City, Utah gives out the Waldo Salt Screenwriting Award",the Sundance Film Festival,,True,False,$400,False,4,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Initials M.D.,"He's broken many stories in his online ""Report""",Matt Drudge,Bernard Pena,False,False,$400,False,24,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Won The Battle,"The Allies won this battle, the last Nazi offensive in the West during WWII",the Battle of the Bulge,,True,False,$400,False,19,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In The Treasury Dept.,"It's the bureau for booze, butts & bazookas","the ATF (Alcohol, Tobacco & Firearms)",Bernard Pena,False,False,$400,False,14,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Double-O Words,Legend says in 1652 Dutch Admiral Tromp placed this at his masthead after sweeping the English from the sea,a broom,,True,False,$400,False,9,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In A Festival Mood,"In July Deer River, Minnesota remembers its Indian heritage with a festival of the ""wild"" type of this food",rice,Anne Reynolds,False,False,$600,False,5,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Initials M.D.,"In ""Return To Me"", David Duchovny has a heart-to-heart with her",Minnie Driver,Carrie Pfeiffer,False,False,$600,False,25,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Won The Battle,"In the Battle of Thermopylae, the Greeks felt the heat of these people under Xerxes I",the Persians,Bernard Pena,False,False,$600,False,20,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In The Treasury Dept.,This service quarantines animals & can stop you from bringing sausages into the country,Customs,Carrie Pfeiffer,False,False,$600,False,15,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Double-O Words,"(Well-known film critic Roger Ebert delivers the clue.)  As the Movie Answerman I informed readers that ""A Bug's Life"" purposely created a ""reel"" of these comical errors",bloopers,Bernard Pena,False,False,$600,False,10,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In A Festival Mood,"2001 is the 35th season of Lincoln Center's music festival called ""Mostly"" him",Mozart,Anne Reynolds,False,False,$800,False,6,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Initials M.D.,"Like Neve & Denise, he was one of the ""Wild Things""",Matt Dillon,,True,False,$800,False,26,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Won The Battle,This king of England beat the odds to trounce the French in the 1415 Battle of Agincourt,Henry V,,True,False,$800,False,21,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In The Treasury Dept.,"Willie Nelson's album ""Who'll Buy My Memories"" was subtitled this agency's ""Tapes""",the IRS,Bernard Pena,False,False,$800,False,16,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Double-O Words,A lateral branch on a main stem,an offshoot,,True,False,$800,False,11,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Mark Twain Sez,"In an essay, Twain said surely no language is ""so slip-shod & systemless"" as this one he called ""awful""",German,,True,False,$1000,False,28,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In A Festival Mood,"The festival of this type of boat, seen here, is a major Chinese holiday",a dragon boat,Anne Reynolds,False,False,$1000,False,7,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Initials M.D.,"Her name was Lola, she was a showgirl in ""Der Blaue Engel""",Marlene Dietrich,,False,False,$800,True,27,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Won The Battle,"With 1/3 the troops of his enemy, this American general beat Santa Anna in the 1847 Battle of Buena Vista",(Zachary) Taylor,Carrie Pfeiffer,False,False,$1000,False,22,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
In The Treasury Dept.,"When it invites you up to see its etchings, you'll see stamps & dollar bills",the Bureau of Engraving & Printing,,True,False,$1000,False,17,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
Double-O Words,It's the shy marsupial seen here,a bandicoot,,True,False,$1000,False,12,Show #3907,"Tuesday, September 4, 2001",Double Jeopardy! Round
I'M 18 & I Like It,"His book ""Christine"" is 18--time for a new transmission",Stephen King,Bernard Pena,False,False,$100,False,26,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Top 100 Newspapers,It's no news this city's home to the Rocky Mountain News,Denver,Bernard Pena,False,False,$100,False,21,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
The Spanish-American War,"After mobs attacked several Havana newspapers in January 1898, the U.S. sent this battleship in",the Maine,Bernard Pena,False,False,$100,False,11,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Animated History,"In 2000 DreamWorks released ""The Road to"" this golden city that enticed many explorers",El Dorado,Bernard Pena,False,False,$100,False,6,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
By The Bay,Subic Bay lies just west of the Bataan Peninsula in this country,the Philippines,Bernard Pena,False,False,$100,False,1,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
"Next Line, Please","""Rudolph the red-nosed reindeer...""","""...had a very shiny nose""",Ramsey Campbell,False,False,$100,False,16,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
I'M 18 & I Like It,"This Toys ""R"" Us offshoot has 18 candles on its cake","Kids ""R"" Us",Ramsey Campbell,False,False,$200,False,27,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Top 100 Newspapers,Only 4 U.S. papers have circulations of over 1 million & this 5-letter word is in 2 of their names,Times,Kim Taylor,False,False,$200,False,22,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
The Spanish-American War,"His ""You furnish the pictures & I'll furnish the war"" line to Remington seems to be more fiction than fact",William Randolph Hearst,Ramsey Campbell,False,False,$200,False,12,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Animated History,"In 1988(why not 1987?)CBS aired ""This is America, Charlie Brown--The Birth of"" this document",the Constitution,Bernard Pena,False,False,$200,False,7,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
By The Bay,"Nuuk, the capital of this vast, cold island, is on a bay whose name means ""bay of good hope""",Greenland,Ramsey Campbell,False,False,$200,False,2,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
"Next Line, Please","""Hey, diddle, diddle...""","""...the cat and the fiddle""",Kim Taylor,False,False,$200,False,17,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
I'M 18 & I Like It,The mass market versions of these Xavier Roberts dolls first born in 1983 are now ready for college,Cabbage Patch Kids,Ramsey Campbell,False,False,$300,False,28,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Top 100 Newspapers,"By their names, it's the frequency of The News in Dayton & The Oklahoman in Oklahoma City",daily,Bernard Pena,False,False,$300,False,23,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
The Spanish-American War,One good thing to come out of the war was achieving the near eradication of this disease,yellow fever,Ramsey Campbell,False,False,$300,False,13,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Animated History,"In a Merrie Melodies cartoon title, this historic name precedes ""Bunny-Part""","""Napoleon""",Bernard Pena,False,False,$400,True,8,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
By The Bay,2-word place name in the NHL logo seen here,Tampa Bay,Bernard Pena,False,False,$300,False,3,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
"Next Line, Please","""Here comes Peter Cottontail...""","""...hoppin\' down the bunny trail""",Ramsey Campbell,False,False,$300,False,18,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
I'M 18 & I Like It,"""(She's) Sexy And Seventeen"" by this group is now 18(who'd-a-thunk?)",The Stray Cats,,True,False,$400,False,29,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Top 100 Newspapers,"Look into it & you'll see this Philly paper's name is spelled with an ""I""; the one in Cincinnati, with an ""E""",the Inquirer,Ramsey Campbell,False,False,$400,False,24,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
The Spanish-American War,Some of the first American casualties on Cuba were from the cavalry troop nicknamed this,the Rough Riders,Ramsey Campbell,False,False,$400,False,14,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Animated History,"According to Sherman & Mr. Peabody, she had to find oil before she could be the Lady with the Lamp",Florence Nightingale,,True,False,$400,False,9,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
By The Bay,"Directional name for Alameda & Contra Costa Counties, for their relation to San Francisco Bay",East Bay,Ramsey Campbell,False,False,$400,False,4,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
"Next Line, Please","""Camptown ladies sing this song...""","""...doo-dah, doo-dah""",Ramsey Campbell,False,False,$400,False,19,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
I'M 18 & I Like It,This Texas senator turned Republican in 1983 & hasn't gone back,Phil Gramm,Ramsey Campbell,False,False,$500,False,30,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Top 100 Newspapers,This Connecticut city's Courant covers current affairs,Hartford,Ramsey Campbell,False,False,$500,False,25,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
The Spanish-American War,"At 5:41 A.M. on May 1, 1898 Dewey told this captain of the Olympia, ""You may fire when you are ready""",Gridley,Bernard Pena,False,False,$500,False,15,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
Animated History,"In 1973's ""Robin Hood"", Peter Ustinov was the voice of this evil brother of Richard the Lion-Hearted",King John,Ramsey Campbell,False,False,$500,False,10,Show #3908,"Wednesday, September 5, 2001",Jeopardy! Round
