Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Stately Rivers,This river that rises in the Rockies forms the Arizona-California border,the Colorado,Justin Sausville,False,False,$400,False,17,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Ways To Lose Money,"A proverbial mistake is buying swampland in this state, maybe around Sunniland",Florida,Justin Sausville,False,False,$400,False,22,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
One Vowel Only,Basketball's Mr. Nowitzki knows it's a small Scottish dagger,a dirk,Ken Herrera,False,False,$400,False,27,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Early Man,"(Kelly of the Clue Crew holds a small statue at the Smithsonian Hall of Human Origins.)  This 35-thousand-year-old figurine known as the Lion Man, the oldest known human statue, is made from the ivory of this animal that went from endangered to extinct thousands of years ago",the Woolly Mammoth,Justin Sausville,False,False,$600,False,8,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Tv Title Role Playing,"""The Good Wife""",Julianna Margulies,Alex Liteplo,False,False,$600,False,3,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Aging Gracefully,Moisturizer with glycolic acid helps prevent these alliteratively named results of years of chuckling,laugh lines,Ken Herrera,False,False,$600,False,13,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Stately Rivers,Fort Smith & Little Rock are among the cities located on its banks,the Arkansas River,,True,False,$600,False,18,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Ways To Lose Money,"Add ""D"" to a word for sheep's wool & you've been this, meaning taken",fleeced,Alex Liteplo,False,False,$600,False,23,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
One Vowel Only,"A twisting tool that's ""thrown into"" a situation to mess it up",a wrench,Alex Liteplo,False,False,$600,False,28,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Early Man,The evolution of a large flexor pollicis muscle in this digit was key to early man's ability to use tools,the thumb,Alex Liteplo,False,False,$800,False,9,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Tv Title Role Playing,"""Barney Miller""",Hal Linden,,True,False,$800,False,4,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Aging Gracefully,"""Free"" these aren't out to overthrow your government; they accelerate age-related diseases, so avoid them",radicals,Ken Herrera,False,False,$800,False,14,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Stately Rivers,"This river is formed by the confluence of the Tallapoosa & Coosa Rivers, north of Montgomery",the Alabama River,,True,False,$800,False,19,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Ways To Lose Money,"This sensory word follows ""soft""' to mean someone easy to take advantage of",a soft touch,Justin Sausville,False,False,$800,False,24,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
One Vowel Only,A country in Central Africa,Chad,Alex Liteplo,False,False,$800,False,29,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Early Man,"(Kelly of the Clue Crew holds a partial skull at the Smithsonian Hall of Human Origins.) The enlarged brain of this early human species helped it become the longest-lived member of the human family tree; named for its upright posture, it survived nine times longer than our species has been around",Homo erectus,Alex Liteplo,False,False,$1000,False,10,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Tv Title Role Playing,"""Chuck"" (Bartowski)",Zachary Levi,,True,False,$1000,False,5,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Aging Gracefully,This alphabetically second-to-last element is an antioxidant & good for cell repair,zinc,Ken Herrera,False,False,$1000,False,15,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Stately Rivers,"Trenton, New Jersey lies at the head of navigation on this river",the Delaware River,Justin Sausville,False,False,"$1,000",True,20,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Ways To Lose Money,This phrase for a house that keeps needing costly repairs is also the name of a home improvement radio show,a money pit,Alex Liteplo,False,False,$1000,False,25,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
One Vowel Only,Last name of the president when the California Gold Rush began,Polk,Justin Sausville,False,False,$1000,False,30,Show #6207,"Tuesday, September 20, 2011",Jeopardy! Round
Late Man,"Photocopy pioneer Robert Gundlach, 1926-2010, helped transform the Haloid Company into this office-equipment giant",Xerox,Justin Sausville,False,False,$400,False,21,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
A Celtic Category,Celtic independence on the European continent came to an end with this leader's 58 to 51 B.C. conquest of Gaul,Julius Caesar,Ken Herrera,False,False,$400,False,16,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
"Isn'T It ""Grand""?","It's Venice, Italy's main waterway",the Grand Canal,Justin Sausville,False,False,$400,False,1,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
This Is A Job For A Hero,Perry Mason,an attorney,Ken Herrera,False,False,$400,False,6,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
The White House,"With the 1866 remodeling of offices, Andrew Johnson installed a room for this communications device",a telegraph,Justin Sausville,False,False,$400,False,11,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Sibling Revelry,"The loopy comedy ""Raising Arizona"" was written & directed by these brothers",the Coen Brothers,Ken Herrera,False,False,$400,False,26,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Late Man,"Morrie Yohai, 1920-2010, ""sketched"" out the idea for these puffy cheese-flavored snacks",Cheez Doodles,Justin Sausville,False,False,$800,False,22,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
A Celtic Category,"Begun more than 2,000 years ago & meaning ""summer's end"", Samhain was a Celtic festival that has evolved into this holiday",Halloween,Justin Sausville,False,False,$800,False,17,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
"Isn'T It ""Grand""?","Titles in this mega-selling video game series include ""Vice City"" & ""Chinatown Wars""",Grand Theft Auto,Justin Sausville,False,False,$800,False,2,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
This Is A Job For A Hero,Horatio Hornblower,sailor,Justin Sausville,False,False,$800,False,7,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
The White House,"Once a stable, the Rose Garden lies in the ell of this part of the White House, also the name of a TV show",the West Wing,Ken Herrera,False,False,$800,False,12,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Sibling Revelry,"""In Living Color"" featured siblings Kim, Marlon, Damon, Shawn & Keenen Ivory of this family",the Wayans,,True,False,$800,False,27,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Late Man,"""Piper Bill"" Millin, 1922-2010, played ""Hieland Laddie"" while under heavy gunfire on Sword Beach on this day in 1944",June 6,Justin Sausville,False,False,$1200,False,23,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
A Celtic Category,"Irish, a form of this language, is one of the only Celtic languages to receive full state recognition & support",Gaelic,Ken Herrera,False,False,$1200,False,18,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
"Isn'T It ""Grand""?","In bridge, it's when you take all 13 tricks",a grand slam,Justin Sausville,False,False,$1200,False,3,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
This Is A Job For A Hero,Lew Archer,a private investigator,,True,False,$1200,False,8,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
The White House,This distinctively shaped room was designed by Nathan C. Wyeth at the order of President Taft in 1909,the Oval Office,Alex Liteplo,False,False,$1200,False,13,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Sibling Revelry,"The real first names of this comedy troupe were Julius, Leonard, Milton, Adolph & Herbert",the Marx Brothers,Justin Sausville,False,False,$1200,False,28,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Late Man,"Composer Milton Babbitt, 1916-2011, received a 1986 ""Genius Grant"" from this American foundation",MacArthur,Alex Liteplo,False,False,$1600,False,24,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
A Celtic Category,"Celts were divided into social classes such as warriors, commoners & this priestly class, performers of religious rituals",druids,Ken Herrera,False,False,"$1,800",True,19,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
"Isn'T It ""Grand""?","Used for flood control & power production, it's been called the ""8th Wonder of the World""",the Grand Coulee Dam,,True,False,$1600,False,4,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
This Is A Job For A Hero,Howard Roark,an architect,,True,False,$1600,False,9,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
The White House,"On June 2, 1886 Grover Cleveland married Frances Folsom in this ""colorful"" room",the Blue Room,Justin Sausville,False,False,$1600,False,14,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Sibling Revelry,"The dark comedy ""Grosse Pointe Blank"" starred this actor as an assassin & this sister of his as his office manager",Joan & John Cusack,Alex Liteplo,False,False,$1600,False,29,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Late Man,"Professor Nicolae Popescu, 1937-2010, made many contributions to this branch of math with an Arabic name",algebra,Justin Sausville,False,False,$2000,False,25,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
A Celtic Category,"Celtic folklore told of this ""woman of the fairies"" whose mournful wails & screams foretold death",a banshee,Alex Liteplo,False,False,$2000,False,20,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
"Isn'T It ""Grand""?",How sweet the sound of this composition by Ferde Grofe,the Grand Canyon Suite,,True,False,$2000,False,5,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
This Is A Job For A Hero,George Smiley,the spy,,True,False,$2000,False,10,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
The White House,"The White House's general manager is the chief this, from the time when his chief duty was escorting visitors to the president",the chief usher,Justin Sausville,False,False,"$2,200",True,15,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
Sibling Revelry,"Last name of writers & siblings Amy & David, who collaborated on the play ""The Book of Liz""",Sedaris,Ken Herrera,False,False,$2000,False,30,Show #6207,"Tuesday, September 20, 2011",Double Jeopardy! Round
English Literature,"In this epic poem about leaving heaven, John Milton created Pandemonium, the capital of Hell",Paradise Lost,Beth Hermann,False,False,$200,False,11,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Fill In The Top 40 Title,"Olivia Newton-John:""I ____ Love You""",Honestly,Beth Hermann,False,False,$200,False,1,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Does This Dressing Make Me Look Fat?,"This dressing meaning ""little vinegar"" looks positively slimming on you",a vinaigrette,Justin Sausville,False,False,$200,False,6,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
E3,A person who's busy on Election Day might cast his vote this way,absentee,Beth Hermann,False,False,$200,False,16,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
"I, For One, Welcome","""From her beacon-hand glows world-wide welcome"" is part of a poem found on a plaque at this landmark",the Statue of Liberty,Beth Hermann,False,False,$200,False,17,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Our New Computer Overlords,In 2008 an IBM supercomputer named for this speedy state bird broke the 1 petaflop barrier--that's really fast,a roadrunner,Beth Hermann,False,False,$200,False,26,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
English Literature,"A book by him begins, ""'The signora had no business to do it... she promised us south rooms with a view""'",(E.M.) Forster,Patrick Sweaney,False,False,$400,False,12,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Fill In The Top 40 Title,"Cee Lo Green:""____ You"" (the radio version, please)",Forget,Beth Hermann,False,False,$400,False,2,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Does This Dressing Make Me Look Fat?,There are just 35 fat calories in a 2 tbsp. serving of this actor's own Lighten Up Honey Mustard Dressing,Paul Newman,Beth Hermann,False,False,$400,False,7,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
E3,Put the pedal to the metal & increase your speed,accelerate,Patrick Sweaney,False,False,$400,False,21,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
"I, For One, Welcome","""Willkommen"" is the first song in this Broadway musical",Cabaret,Beth Hermann,False,False,$400,False,18,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Our New Computer Overlords,Most modern supercomputers run on this operating system developed by Linus Torvalds,Linux,Beth Hermann,False,False,$400,False,27,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
English Literature,"His wife Charlotte was the inspiration for ""Amelia"" & for Sophia in ""Tom Jones""",Fielding,Justin Sausville,False,False,$600,False,13,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Fill In The Top 40 Title,"Salt-N-Pepa with En Vogue:""Whatta ____""",Man,Justin Sausville,False,False,$600,False,3,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Does This Dressing Make Me Look Fat?,"Zut alors!  One ounce of this ""national"" dressing at Sizzler has 12 grams of fat!",French,Beth Hermann,False,False,$600,False,8,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
E3,The transitional teenage years between puberty & adulthood,adolescence,,True,False,$600,False,22,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
"I, For One, Welcome","In 1992 this author launched his ""Goosebumps"" series with ""Welcome to Dead House""",(R.L.) Stine,Beth Hermann,False,False,$600,False,19,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Our New Computer Overlords,"In 1998 Deep Crack, designed for this science from the Greek for ""hidden writing"", broke the standard U.S. data cipher",cryptography,Justin Sausville,False,False,$600,False,28,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
English Literature,"In a George Eliot novel, the Tullivers owned a mill on this river",the River Floss,,True,False,$800,False,14,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Fill In The Top 40 Title,"Cyndi Lauper:""She ____""",Bop,Beth Hermann,False,False,$800,False,4,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
Does This Dressing Make Me Look Fat?,"Git along to the gym, little dogie!  If you saddle up 2 tbsp. of Kraft's buttermilk this, you've roped in 140 fat calories",ranch,Justin Sausville,False,False,$800,False,9,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
E3,It's a right held by one property owner to make use of the land of another for a limited purpose,an easement,Justin Sausville,False,False,$800,False,23,Show #6208,"Wednesday, September 21, 2011",Jeopardy! Round
