Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Touchdown!,In 1984 Gerard Phelan caught this Boston College QB's last-second Hail Mary to beat Miami 47-45,Doug Flutie,Enrique Machado,False,False,$1000,False,5,Show #5746,"Monday, September 14, 2009",Jeopardy! Round
Practical Parenting,Parents are urged not to give their kids aspirin because of its association with this deadly syndrome,Reye\'s syndrome,,True,False,$1000,False,10,Show #5746,"Monday, September 14, 2009",Jeopardy! Round
Elemental Rhyme Time,A beverage made with the metal whose principal ore is sphalerite,a zinc drink,Stefan Goodreau,False,False,$1000,False,15,Show #5746,"Monday, September 14, 2009",Jeopardy! Round
Stupid Answers,Leonardo da Vinci was born near this small Tuscan town in 1519,Vinci,Stefan Goodreau,False,False,$1000,False,20,Show #5746,"Monday, September 14, 2009",Jeopardy! Round
More Than One Meaning,"Part of a plant, part of a musical note, or to stop the flow of something",stem,Stefan Goodreau,False,False,$1000,False,25,Show #5746,"Monday, September 14, 2009",Jeopardy! Round
Paintings,Here's John Constable's take on this English landmark,Stonehenge,Stefan Goodreau,False,False,$400,False,1,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Name That Movie,"""I don't know nothin' bout birthin' babies""",Gone with the Wind,Stefan Goodreau,False,False,$400,False,6,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Riot!,This capital city got torched in 2008 after the police shooting of 15-year-old Alexandros Grigoropoulos,Athens,Elisabeth Flynn,False,False,$400,False,26,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
"No, I Don'T Need A Doctor","No, it's not a metallic sensory organ but a phrase meaning I'm insensitive to music & can't carry a tune",tin ear,Enrique Machado,False,False,$400,False,11,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Colorful Books,"Author unknown:""Sir Gawain and the ____ Knight""",Green,Stefan Goodreau,False,False,$400,False,16,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Money Talks,"Dating to the early 1900s & meaning ""don't be duped"" is the advice ""don't take any"" these",wooden nickels,Elisabeth Flynn,False,False,$400,False,21,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Paintings,"Caravaggio painted Jesus without this usual facial feature in ""Supper at Emmaus""",a beard,Enrique Machado,False,False,$800,False,2,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Name That Movie,"""We are now the knights who say 'Ecky-ecky-ecky-ecky-pikang-zoop-boing'""",Monty Python and the Holy Grail,Stefan Goodreau,False,False,$800,False,7,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Riot!,"In 2008 Haiti saw riots over the price of this grain, the main foodstuff there",rice,,False,False,"$3,000",True,27,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
"No, I Don'T Need A Doctor","It's a term for a short-tempered person, not a feverish condition felt above the eyebrows",hot-head,Enrique Machado,False,False,$800,False,12,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Colorful Books,"Donald J. Sobol:""Encyclopedia ____, Boy Detective""",Brown,Stefan Goodreau,False,False,$800,False,17,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Money Talks,"The rhythm associated with Bo Diddley is ""Shave and a haircut,"" these (equal to one quarter)",two bits,Stefan Goodreau,False,False,$800,False,22,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Paintings,The government tracks it as a percentage; it's brought to life as the title of a work by Depression artist Ben Shahn,unemployment,Enrique Machado,False,False,"$1,200",True,3,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Name That Movie,"""Take your stinking paws off me, you damn dirty ape""",Planet of the Apes,Stefan Goodreau,False,False,$1200,False,8,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Riot!,"In 1413 rioters led by Simon Caboche took over this fortress, later a prison--a foretaste of things to come",the Bastille,Enrique Machado,False,False,$1200,False,28,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
"No, I Don'T Need A Doctor","No, this is not a symptom of hepatitis but a deli appetizer smeared on rye bread; what am I...?",chopped liver,Stefan Goodreau,False,False,$1200,False,13,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Colorful Books,"Zane Grey:""Riders of the ____ Sage""",Purple,Elisabeth Flynn,False,False,$1200,False,18,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Money Talks,"The color of copper led to the Americanism ""not worth"" one of these",a red cent,Stefan Goodreau,False,False,$1200,False,23,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Paintings,1659 portraits of Spain's 8-year-old infanta & her brother were the last works he completed,Diego Velazquez,Stefan Goodreau,False,False,$1600,False,4,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Name That Movie,"""I'm sorry I ruined your New Year's Eve party, Lieutenant Dan. She tastes like cigarettes.""",Forrest Gump,Stefan Goodreau,False,False,$1600,False,9,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Riot!,The 1967 riots in this Midwest city began with a police raid on a 12th Street speakeasy,Detroit,Enrique Machado,False,False,$1600,False,29,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
"No, I Don'T Need A Doctor","No, my scapula doesn't have osteomalacia--I'm talking about a road sign meaning the highway's edge is not firm",soft shoulder,Enrique Machado,False,False,$1600,False,14,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Colorful Books,"Wilkie Collins:""The Woman in ____""",White,,True,False,$1600,False,19,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Money Talks,"This phrase means things are so abundant that the value has decreased, perhaps for every 12?",a dime a dozen,Enrique Machado,False,False,$1600,False,24,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Paintings,"Toledo, Ohio's Museum of Art has a signed replica of the Louvre's ""Oath of"" these Romans by David",the Horatii,,True,False,$2000,False,5,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Name That Movie,"""I'm just gonna walk the earth... you know, like Caine in 'Kung Fu'... meet people, get in adventures""",Pulp Fiction,Enrique Machado,False,False,$2000,False,10,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Riot!,"The Clash song ""White Riot"" was inspired by the chaos in this London area, title of a Hugh Grant-Julia Roberts film",Notting Hill,Elisabeth Flynn,False,False,$2000,False,30,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
"No, I Don'T Need A Doctor",I don't personally have a gnarled extremity--this feature is on my old-fashioned bathtub,a claw foot,Stefan Goodreau,False,False,$2000,False,15,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Colorful Books,"Laura Ingalls Wilder:""By the Shores of ____ Lake""",Silver,,True,False,$2000,False,20,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
Money Talks,This other word for a sawhorse became slang for a $10 bill; the crossed legs brought to mind the Roman X,a sawbuck,Enrique Machado,False,False,$2000,False,25,Show #5746,"Monday, September 14, 2009",Double Jeopardy! Round
The Bonnie Clyde,This breed of draft horse originated in the Clyde River Valley,the Clydesdale,Dave Sutherland,False,False,$200,False,18,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Cinematic Title Combos,"1966:""The Good, the Bad and...""",the Ugly,Dave Sutherland,False,False,$200,False,9,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Hodgepodge,The Ten Commandments first appear in this book of the Bible,Exodus,Enrique Machado,False,False,$200,False,1,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Moose On The Loose,The moose is the largest member of this family of mammals,the deer family,,True,False,$200,False,3,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Herbs & Spices,"Mentha piperita, this one of the more than 20 species of mint, is frequently used in cooking",peppermint,Dave Sutherland,False,False,$200,False,5,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
"""Sep""-Tember",An advocate of secession,separatist,Judy Nakamura,False,False,$200,False,26,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
The Bonnie Clyde,"From a word meaning ""green hollow"", it's Scotland's largest city & it's on both banks of the Clyde",Glasgow,Dave Sutherland,False,False,$400,False,19,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Cinematic Title Combos,"2005:""...and the Chocolate Factory""",Charlie,Enrique Machado,False,False,$400,False,10,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Hodgepodge,Nixon beat this Democrat in the 1968 presidential election,Hubert Humphrey,Dave Sutherland,False,False,$400,False,2,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Moose On The Loose,"Weighing up to 1,500 pounds, the largest species of moose is native to this U.S. state",Alaska,Judy Nakamura,False,False,$400,False,4,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Herbs & Spices,"This best-known maker of Dijon mustard is named for its French founders, who created the product in 1777",Grey Poupon,Judy Nakamura,False,False,$400,False,14,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
"""Sep""-Tember","A dividing partition between 2 cavities, like the one between your nostrils",a septum,Enrique Machado,False,False,$400,False,27,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
The Bonnie Clyde,"Near Lanark, the Clyde drops by the largest of these in Scotland: Bonnington Linn, Corra Linn & Stonebyres Linn",waterfalls,,True,False,$600,False,20,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Cinematic Title Combos,"2009:""Fast and...""",Furious,Judy Nakamura,False,False,$600,False,11,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Hodgepodge,"He's the title guy in ""The Hunchback of Notre-Dame""",Quasimodo,Enrique Machado,False,False,$600,False,23,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Moose On The Loose,These moose appendages are described as palmate & spatulate,antlers,Dave Sutherland,False,False,$600,False,6,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Herbs & Spices,This red hot chili pepper bears the name of the capital of French Guiana,Cayenne,,False,False,"$1,200",True,15,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
"""Sep""-Tember","Don't tank while giving us this adjective meaning ""resulting from disease-causing organisms""",septic,Dave Sutherland,False,False,$600,False,28,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
The Bonnie Clyde,"A devastating Mar. 13-14, 1941 bombing of a Scottish town is known as the ""Clydebank"" this Germanic word",Blitz,Dave Sutherland,False,False,$800,False,21,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Cinematic Title Combos,"1994:""...and a Funeral""",Four Weddings,Judy Nakamura,False,False,$800,False,12,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Hodgepodge,This sign of the zodiac follows Libra,Scorpio,,True,False,$800,False,24,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Moose On The Loose,"This tiny, blood-sucking arachnid is a threat to the great big moose by irritating the skin so the moose rubs off winter hair",a tick,Dave Sutherland,False,False,$800,False,7,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Herbs & Spices,Some sticks of this spice are made from long pieces of cassia that roll as they dry,cinnamon,Judy Nakamura,False,False,$800,False,16,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
"""Sep""-Tember",This 3-word doctrine regarding segregation stems from the 1896 case Plessy v. Ferguson,separate but equal,Judy Nakamura,False,False,$800,False,29,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
The Bonnie Clyde,"Near Dumbarton, the Clyde drains into an estuary known as this of Clyde, not of forth",a Firth,Enrique Machado,False,False,$1000,False,22,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Cinematic Title Combos,"2005:""...and Good Luck""",Good Night,Judy Nakamura,False,False,$1000,False,13,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Hodgepodge,Explorer & sailor Thor Heyerdahl was of this nationality,Norwegian,Dave Sutherland,False,False,$1000,False,25,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Moose On The Loose,A study ongoing since 1958 examines the relation between moose & this predator on Michigan's Isle Royale,the wolf,Dave Sutherland,False,False,$1000,False,8,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
Herbs & Spices,"In producing mace & this spice from the same tree, about 1 male tree is planted for every 10 female trees",nutmeg,Dave Sutherland,False,False,$1000,False,17,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
"""Sep""-Tember","Another term for hara-kiri, it's from the Japanese for ""cut the abdomen""",seppuku,Judy Nakamura,False,False,$1000,False,30,Show #5747,"Tuesday, September 15, 2009",Jeopardy! Round
The Forbes 2009 Billionaires List,He slipped to No. 2 after a really bad year for Berkshire Hathaway,Warren Buffett,Enrique Machado,False,False,$400,False,22,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
"Tv Themes In ""F""","""Hey baby I hear the blues a-callin'.  Tossed salads and scrambled eggs""",Frasier,Dave Sutherland,False,False,$400,False,1,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Sounds Romantic,"A love affair that makes a great story is this type of romance, something the Grimms collected",a fairy tale,Dave Sutherland,False,False,$400,False,9,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Bummer Of '69,"On January 30, police broke up this group's final concert on the Apple Records rooftop",The Beatles,Judy Nakamura,False,False,$400,False,21,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Fiction Pulitzers,"Norman Mailer won in 1980 for this grisly worker's ""Song""",The Executioner\'s Song,Dave Sutherland,False,False,$400,False,2,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Ends With 2 Vowels,You'll earn points for knowing it's a Girl Scout 6 to 8 years old,a Brownie,Enrique Machado,False,False,$400,False,16,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
The Forbes 2009 Billionaires List,He reclaimed the No. 1 spot despite losing $18 billion in the previous year,Bill Gates,Enrique Machado,False,False,$800,False,23,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
"Tv Themes In ""F""","""I'm gonna make it to heaven, light up the sky like a flame""",Fame,Enrique Machado,False,False,$800,False,5,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Sounds Romantic,"(Jimmy of the Clue Crew shows several presidents' approval ratings graphs on the monitor.)  A president's approval ratings are often highest early in his administration, a period called this",a honeymoon,Enrique Machado,False,False,$800,False,12,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Bummer Of '69,"On February 13, 27 people were hurt when the Front de Liberation du Quebec bombed this city's stock exchange",Montreal,Enrique Machado,False,False,$800,False,27,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Fiction Pulitzers,"In 1987 Peter Taylor answered the call for ""a summons to"" this Tennessee city",Memphis,,True,False,$800,False,3,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Ends With 2 Vowels,Lakes often look bluish green because of an abundance of the blue-green type of this,algae,Enrique Machado,False,False,$800,False,17,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
The Forbes 2009 Billionaires List,At numbers 11 to 14 are members of this U.S. family that founded a retail chain,the Waltons,Enrique Machado,False,False,"$5,000",True,24,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
"Tv Themes In ""F""","""You take the good, you take the bad, you take them both and there you have...""",The Facts of Life,Judy Nakamura,False,False,$1200,False,6,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Sounds Romantic,"""A deux"" translates as this",for two,Judy Nakamura,False,False,$1200,False,13,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Bummer Of '69,"On Dec. 6, Meredith Hunter was stabbed to death as the Rolling Stones performed at this California racetrack",Altamont,Dave Sutherland,False,False,$1200,False,28,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Fiction Pulitzers,"This ""News"" got E. Annie Proulx the prize for 1994",The Shipping News,Judy Nakamura,False,False,$1200,False,4,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Ends With 2 Vowels,"First appearing in magazine illustrations in 1909, this doll is celebrating its 100th anniversary",a Kewpie,Dave Sutherland,False,False,$1200,False,18,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
The Forbes 2009 Billionaires List,"Ranked No. 22, this country's Prince Alwaleed Bin Talal Alsaud is worth an estimated $13.3 billion",Saudi Arabia,Judy Nakamura,False,False,$1600,False,25,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
"Tv Themes In ""F""","""You'll have some fun now, with me & all the gang, learning from each other while we do our thing, na na na""",Fat Albert,Enrique Machado,False,False,$1600,False,7,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Sounds Romantic,The 18th-century artwork seen here depicts this dramatic 9-letter event,an elopement,Dave Sutherland,False,False,$1600,False,14,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Bummer Of '69,"The Battle of the Bogside, one of the early events in ""The Troubles"", began in Derry in this U.K. country on August 12",Northern Ireland,Enrique Machado,False,False,$1600,False,29,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Fiction Pulitzers,"In 1984 William Kennedy won for this metallic ""weed""",Ironweed,Dave Sutherland,False,False,$1600,False,10,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Ends With 2 Vowels,This roughly 5-inch-long tube conveys air to & from the lungs,a trachea,Enrique Machado,False,False,$1600,False,19,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
The Forbes 2009 Billionaires List,"Ingvar Kamprad, who opened the first of these stores 50 years ago, was No. 5",IKEA,Enrique Machado,False,False,$2000,False,26,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
"Tv Themes In ""F""","""Yo, Holmes, smell ya later""",The Fresh Prince of Bel-Air,Judy Nakamura,False,False,$2000,False,8,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Sounds Romantic,Cupid is also called Eros & this 4-letter name heard in ancient Roman trysts,Amor,Dave Sutherland,False,False,$2000,False,15,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Bummer Of '69,"In October, the ""Days of Rage"" riots shook this U.S. city during the trial of 8 antiwar activists",Chicago,,False,False,"$2,000",True,30,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Fiction Pulitzers,"Oscar Hijuelos got a Pulitzer for these ""Kings"" who ""play songs of love""",The Mambo Kings,Judy Nakamura,False,False,$2000,False,11,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
Ends With 2 Vowels,"Seen here, this raccoon relative normally found in tropical forests has become a popular pet",a kinkajou,,True,False,$2000,False,20,Show #5747,"Tuesday, September 15, 2009",Double Jeopardy! Round
"Scienc""E""",An underwater one of these can cause a tsunami,an earthquake,Gary Bechtold,False,False,$200,False,16,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Playboy Cover Boys,"March 1990 saw this businessman on the cover & here are your keywords--hair, yooge & you're fired",Trump,Marcus Jackson,False,False,$200,False,1,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
5 Square Meals,Go to goodtobesquare.com & you'll find this hamburger company with square burgers,Wendy\'s,Judy Nakamura,False,False,$200,False,22,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Extremely Youthful Politicians,We wonder if this guy seen here still has that shirt,Obama,Judy Nakamura,False,False,$200,False,21,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Bookish,"Thinking it a giant, this character rushed at a windmill & pierced one of the sails with his lance",Don Quixote,Gary Bechtold,False,False,$200,False,11,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
As Easy As A-B-C,It describes Shakespeare's pentameter,iambic,Marcus Jackson,False,False,$200,False,6,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
"Scienc""E""",A muon decays into 2 neutrinos & one of these,an electron,Gary Bechtold,False,False,$400,False,17,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Playboy Cover Boys,"Seen here is the April 1964 issue with this British comic genius, the first man to make the magazine's cover",Peter Sellers,,True,False,$400,False,2,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
5 Square Meals,"""You don't have to be a kid to love"" this healthy square cereal made by Quaker",Life,Judy Nakamura,False,False,$400,False,23,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Extremely Youthful Politicians,He's seen here long before winning a 2007 Nobel Peace Prize,(Al) Gore,Gary Bechtold,False,False,$400,False,27,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Bookish,Escalator squash & obstacle golf are games in this Aldous Huxley novel,Brave New World,Gary Bechtold,False,False,$400,False,12,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
As Easy As A-B-C,It is term for each word in clue; ape man good at speak this way,monosyllabic,,True,False,$400,False,7,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
"Scienc""E""","The only known filoviruses are Marburg, which causes green monkey fever, & this one",Ebola,Marcus Jackson,False,False,$600,False,18,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Playboy Cover Boys,"Take ""The Pineapple Express"" to this actor (not James Franco) on the April 2009 cover",Seth Rogen,Judy Nakamura,False,False,$600,False,3,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
5 Square Meals,"A term for dollar bills, or for square slices of Kraft American cheese, averaging 60 calories each",singles,,True,False,$600,False,24,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Extremely Youthful Politicians,"This future presidential candidate is seen here still quite young, but already famous",(Ralph) Nader,Gary Bechtold,False,False,$600,False,28,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Bookish,"The jury's in on his novels ""Pleading Guilty"" & ""Presumed Innocent""",Scott Turow,Judy Nakamura,False,False,$600,False,13,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
As Easy As A-B-C,"It means to construct, or to fake, as in your excuse for being late",fabricate,Marcus Jackson,False,False,$600,False,8,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
"Scienc""E""",(Jimmy of the Clue Crew tries to stand on one leg without all his senses.)  Vision contributes to this system--it's why it's harder to keep steady with your eyes closed,your equilibrium,Marcus Jackson,False,False,"$1,000",True,19,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Playboy Cover Boys,This hard rock bassist did a cover in March 1999; come on & give us a kiss!,Gene Simmons,Gary Bechtold,False,False,$800,False,4,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
5 Square Meals,"Square pizza is sometimes called this, after the largest island in the Mediterranean",Sicilian,Gary Bechtold,False,False,$800,False,25,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Extremely Youthful Politicians,"No way, that can't be right... wow, that is in fact this Wyoming guy who left national office in 2009",(Dick) Cheney,Marcus Jackson,False,False,$800,False,29,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
Bookish,"Her novel ""One Fifth Avenue"" offers more sex in the same city",(Candace) Bushnell,Judy Nakamura,False,False,$800,False,14,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
As Easy As A-B-C,Lewis Carroll coined this term for meaningless words or gibberish,jabberwocky,,True,False,$800,False,9,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
"Scienc""E""","In thermodynamics, a closed system slowly evolves towards a state of maximum this, inactivity",entropy,Marcus Jackson,False,False,$1000,False,20,Show #5748,"Wednesday, September 16, 2009",Jeopardy! Round
